,Label,System,X,Y,Name,NameText,ActiveWorld,Description,ButtonLabel,Map,ExitMap,Scale,PlanetRotation,RingColor,OrbitRing,SystemLevelType,PlanetLevelType,Event,EventCondition,EventFunction,EventParameter,EventTransition,EventTransitionParameter,EventMessage,VisibleConditional,VisibleFunction,VisibleParameter,UsableConditional,UsableFunction,UsableParameter,UsablePlanetConditional,UsablePlanetFunction,UsablePlanetParameter,ImageIndex,Shader,Horizon_Atmosphere_Intensity,Horizon_Atmosphere_Falloff,Bump_Amount,Atmosphere_Min,Atmosphere_Tile_U,Atmosphere_Tile_V,Atmosphere_Pan_Multiplier,Emissive_Twinkle_Multiplier,Normal_Map_Tile,City_Emissive_Tile,ContinentMask01,ContinentMask02,Continent_Texture,Ocean_Texture,AtmosphereMaster,City_Emissive,Normal_Map,Atmosphere_ColorR,Atmosphere_ColorG,Atmosphere_ColorB,Atmosphere_ColorA,Atmosphere_MixerR,Atmosphere_MixerG,Atmosphere_MixerB,Atmosphere_MixerA,Beach_ColorR,Beach_ColorG,Beach_ColorB,Beach_ColorA,City_Emissive_ColorR,City_Emissive_ColorG,City_Emissive_ColorB,City_Emissive_ColorA,City_Emissive_MixerR,City_Emissive_MixerG,City_Emissive_MixerB,City_Emissive_MixerA,Continent_ColorR,Continent_ColorG,Continent_ColorB,Continent_ColorA,Continent_Color_AltR,Continent_Color_AltG,Continent_Color_AltB,Continent_Color_AltA,Continent_Mask_MixerR,Continent_Mask_MixerG,Continent_Mask_MixerB,Continent_Mask_MixerA,Continent_Mask_Mixer02R,Continent_Mask_Mixer02G,Continent_Mask_Mixer02B,Continent_Mask_Mixer02A,Continent_Texture_MixerR,Continent_Texture_MixerG,Continent_Texture_MixerB,Continent_Texture_MixerA,Horizon_Atmosphere_ColorR,Horizon_Atmosphere_ColorG,Horizon_Atmosphere_ColorB,Horizon_Atmosphere_ColorA,Landmass_MixerR,Landmass_MixerG,Landmass_MixerB,Landmass_MixerA,Ocean_ColorR,Ocean_ColorG,Ocean_ColorB,Ocean_ColorA,Ocean_Color_AltR,Ocean_Color_AltG,Ocean_Color_AltB,Ocean_Color_AltA,Ocean_Texture_MixerR,Ocean_Texture_MixerG,Ocean_Texture_MixerB,Ocean_Texture_MixerA,Silt_ColorR,Silt_ColorG,Silt_ColorB,Silt_ColorA,SunColor0,SunColor1,SunColor2,Brightness0,Brightness1,Brightness2,Fringe_Bloom,Opacity,Corona_ColorR,Corona_ColorG,Corona_ColorB,Corona_ColorA
76,Planet05,18,0.85,0.79,166195,Prescyla,100105,166196,,-1,0,3.9,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_071_Dup,1,1,2,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,1,1,1,0,0,0,0,0,0.061907,0.082414,0.049433,0,0,0,0,1,1,0,0,1,0.259027,0.144972,0.037029,0,0.899385,0.673049,0.394083,0,0.517401,0.12,0.031551,0,0.039947,1,0.039947,0,1,1,1,0,0.399293,0.573159,0.573159,0,0.687031,0.160444,0.160444,1,0.032876,0.130352,0.124741,0,0.259027,0.729919,0.7593,0,0.373615,0.373615,0.373615,0,0.016068,0.027755,0.012664,0,8295659,13482467,16108711,40,0.03,50,0,1.5,0.21952,0.368591,0.005028,0
77,Planet01,19,0.33,0.35,135827,Feros,110101,138069,136217,3,3,4.2,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,981,1,2,GXM_Planet_237,3,1,0,0.05,1,1,0.97,0,0.7,2,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal02,4,4,5,0,1,2,2,0,0.016988,0.005522,0.001433,0,1,0.21952,0,0,3.5,3.5,3.5,0,0.082414,0.119264,0.130352,0,0.65237,0.65237,0.65237,0,5,0.02,150,0,0.6,0.6,0.06,0,1,1,1,0,0.493616,0.425905,0.315763,0,2,30,1,1,0.049433,0.130352,0.111299,0,1,0.9743,0.65237,0,1,1,1,0,0.035614,0.023104,0.011126,0,8295659,13482467,13482467,50,0.04,50,0.02,6,0.071761,0.130352,0.21952,0
78,Planet02,19,0.46,0.38,166201,Sytau,110102,166202,,-1,0,4.7,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_092,2,1,0.18,0.1,1,1,1.1,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,10,10,0,0.3,1.2,0.65,0,0.051122,0.002586,0,0,1,0.84337,0.227137,0,0.687031,1,0.03423,0,0.136099,0.046149,0.002932,0,0.65237,0.517401,0.180144,0,1,0.02,0.024223,0,0.6,11,0,0,1,1,1,0,0.394083,0.320382,0.238828,0,0.5,1,0.193972,1,0.001963,0.010398,0.003303,0,0.166872,0.378676,0.25084,0,1,1,1,0,0.005522,0.005028,0.000805,0,16108711,16108711,13675250,50,0.05,100,5,5,0.88318,0.625345,0.124741,0
79,Planet03,19,0.19,0.39,166203,Sharring,110103,166204,138062,-1,0,5.5,0,-1,1,0,1,Sharring,0,0,1,0,0,,1,974,1,1,974,1,1,1418,1,-1,GXM_Planet_090,2,1,0,0.2,1,0.3,0.96,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,4,2,0,1,2,2,0,0.012664,0.006585,0.002263,0,1,0.948965,0.442323,0,1,0,0,1,0.751895,0.659224,0.499505,0,0.071761,1,1,0,2,0.9,0.024223,0,0.6,11,0,0,1,1,1,0,0.612066,0.442323,0.447871,0,3,0.019918,0.193972,1,0.007155,0.022013,0.230998,0,0.013473,0.082414,0.144972,0,1,1,1,0,0.008373,0.044553,0.254916,0,1746628,16108711,1746628,50,0.01,100,0.02,6,0.071761,0.130352,0.21952,0
80,Planet04,19,0.87,0.64,166205,Quana,110104,166206,138062,-1,0,4.5,0,-1,1,0,1,Quana,0,0,1,0,0,,1,974,1,1,974,1,1,1419,1,-1,GXM_Planet_089,5,1.5,0,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.74453,1,0.965815,0,3,0,1,0,0.001963,0.002586,0.015175,0,0,0,0,0,1,0,0,1,0.212044,0.019918,0.002932,0,1,0.774227,0.180144,0,3,3,0.1,0,1,11,0.6,0,1,1,1,0,0.096266,0.373615,0.523443,0,3,3,1.6,1,0.147998,0.22331,0.358654,0,0.481952,1,0.907547,0,1,1,1,0,0.001963,0.005522,0.037029,0,4677240,5272203,5272203,200,2,100,5,4,0.08219,0.173439,0.267358,0
81,Planet05,19,0.76,0.11,166207,Logan,110105,166208,,-1,0,5.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_087,8,1,0,0.7,1,0.5,1.1,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,4,1,0,0,2,3,2.5,0,0.001687,0.023104,0.025371,0,1,0.442323,0.585973,0,1,0,0,1,0.74453,0.560499,0.234895,0,0.541798,0,0,0,2,0,12,0,12,11,0.6,0,1,1,1,0,0.708298,0.353741,0.230998,0,4,3,12,1,0.028991,0.517401,1,0,0.041452,0.673049,0.45908,0,0,2,2,0,0.015175,0.067725,0.121986,0,1746628,16108711,1746628,50,0.05,100,5,3,0.399293,0.190463,0.003303,0
82,Planet01,20,0.24,0.57,165700,Eletania,110301,165701,136217,84,0,4.6,0,-8372224,1,2,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,56,GXM_Planet_035,0.4,8,0,0,2,1,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,7,7,7,0,0.5,0,0,0,0.001687,0.163641,0.645555,0,0,0,0,1,1,0,0,1,0.014311,0.101145,0.011126,0,0.63878,0.511398,0.201096,0,2,1,0,0,0,0,1,0,1,0,0,0,0.061907,0.344026,0.891262,0,0.5,0.8,0.5,0,0.000107,0.016068,0.065754,0,0.001687,0.163641,0.645555,0,0,0,5,0,0.001687,0.163641,0.645555,0,9887217,9887217,9887217,50,3,50,0,3,0.907547,0.708298,0.334458,0
83,Planet02,20,0.41,0.36,165972,Syided,110302,165973,138062,-1,0,4.7,0,-1,1,0,1,Syided,0,0,1,0,0,,1,974,1,1,974,1,1,1420,1,-1,GXM_Planet_146,5,4,0.55,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.65237,0.932277,0.859174,0,0.051392,0.051392,0.3,0,0.019918,0.002263,0,0,0,0,0,1,1,0,0,1,0.409826,0.073828,0.047776,0,0.442323,0.311181,0,0,0.06,0.06,9,0,0.093876,0.22331,0.25084,0,0.9743,0.9743,0.9743,0,0.38891,0.781751,0.932277,0,4,0.3,0.3,1,0.63878,0.056374,0.011881,0,0.041452,0.001687,0,0,1,1,1,0,0.024223,0.009696,0,0,1746628,16108711,5541710,10,2,50,0,1,0.238828,0.659224,0.383775,0
84,Planet03,20,0.61,0.58,165974,Xathorron,110303,165975,,-1,0,4.2,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_143,11,1,0,0.02,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.751895,0.835528,0.804559,0,0,3,0.2,0,5.7e-05,0.007155,0.002586,0,0,0,0,0,1,0,0,1,0.008373,0.008373,0.017936,0,0.130352,0.170138,0.154152,0,33,0.3,0.2,0,8,5,0.06,0,0.9743,0.9743,0.9743,0,0.618686,0.737205,0.63878,0,33,0.2,0.2,0,0.058187,0.121986,0.093876,0,0.280124,0.425905,0.404541,0,1,1,1,0,0.618686,0.708298,0.605484,0,1746628,16108711,5541710,10,3,50,0,1,0.238828,0.659224,0.383775,0
85,Planet04,20,0.25,0.74,165976,Zatorus,110304,165977,138062,-1,0,5.5,0,-1,1,0,1,Zatorus,0,0,1,0,0,,1,974,1,1,974,1,1,1421,1,-1,GXM_Planet_148,1,0.5,0,0.6,1,0.5,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,20,10,0,0,2,2,2,0,5e-06,0.212044,0.106156,0,0,0,0,1,1,0,0,1,0.729919,0.708298,0.315763,0,0.948965,0.368591,0,0,0.2,0.2,0.2,0,0.5,12,12,0,1,1,1,0,0.63878,0.541798,0.47044,0,0.7,0.6,0,1,0.020951,0.096266,0.051122,0,0.2468,0.68002,0.212044,0,0.948965,0.948965,0.948965,0,0.605484,0.399293,0.091518,0,8421631,16115367,32832,50,0.3,200,5,5,0.88318,0.625345,0.124741,0
86,Planet01,21,0.29,0.64,135829,Ilos,120101,138070,136217,-1,0,4.2,0,-1,1,0,1,Ilos,0,0,1,0,0,,1,1007,1,1,1007,1,1,1007,1,5,GXM_Planet_031,15,1,1,0,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,4,2,1.5,0,1,0,0.5,0,0.013473,0.007155,0.002586,0,0,0,0,0,1,0,0,1,0.133209,0.026549,0.001687,0,1,0.851252,0.144972,0,0.5,0.2,0.875138,0,1,0,0,0,0,2,1,0,0.875138,0.56681,0.234895,0,0.659224,0.6,0.605484,1,0.84337,0.541798,0.25084,0,0.875138,0.722673,0.541798,0,0.5,2,1,0,0.012664,0.001202,0.000367,0,14059911,10272387,14059911,0.2,0.5,5,0,2,0.851252,0.47044,0.147998,0
87,Planet02,21,0.61,0.6,166197,Agetoton,120102,166198,,-1,0,4.5,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_083,8,1,0,0.1,0.5,0.5,0.94,0,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,10,10,0,1,2,1,0,0.242796,0.024223,0.002586,0,1,0.948965,0.442323,0,1,0,0,1,1,0.932277,0.729919,0,0.035614,0.176774,0.002263,0,0.022013,11,0.024223,0,0.6,0,0,0,1,1,1,0,0.729919,0.481952,0.353741,0,3,0.019918,0.193972,1,0.230998,0.020951,0.008373,0,0.139022,0.016988,0.019918,0,0,2,2,0,0.899385,0.075926,0.027755,0,13669900,16115367,13669900,200,0,0,5,5,0.88318,0.625345,0.124741,0
88,Planet03,21,0.71,0.23,166199,Zafe,120103,166200,,-1,0,5.2,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_077,2,1,0,0.3,1,0.2,0.9,0.03,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.948965,0.891262,0.70117,0,2,2,2,0,0.012664,0.006585,0.002263,0,1,0.751895,0.186989,0,1,0,0,1,0.063815,0.111299,0.041452,0,0.394083,0.899385,0.101145,0,0.089194,0.111299,0.111299,0,0.2,0.1,0.95737,0,1,1,1,0,0.74453,0.708298,0.95737,0,0.160444,0.060032,0.022013,1,0.339223,0.487765,0.212044,0,0.173439,0.605484,0.729919,0,1,0.037029,0,0,0.054592,0.160444,0.031551,0,13669900,13780491,13669900,300,2,100,5,3,0.399293,0.190463,0.003303,0
89,Planet01,22,0.39,0.45,165682,Agebinium,130101,165683,136217,53,0,4.4,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,1,974,1,41,GXM_Planet_178,5,1,0.1,0,1,1,0,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.505433,0.306635,0.071761,0,0,0,0,0,0.136099,0.022013,0.000175,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0.948965,0,0.529523,0.499505,0.306635,0,0,11,0,1,0,0,0,0,0.673049,0.078057,0,0,0.965815,0.965815,0.965815,0,0,0,0,0,5272203,16360812,5272203,0,5,100,0,0.5,0.399293,0.190463,0.003303,0
90,Planet02,22,0.48,0.32,165908,Derneuca,130102,165909,,-1,0,4.7,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_139,4,5,0.55,0,1,1,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.84337,0.91575,1,0,0.5,0.15,0.25,0,0.038473,0.019918,0.005522,0,0,0,0,1,1,0,0,1,0.005028,0.024223,0.028991,0,0.183549,0.399293,0.592438,0,5,1,1.5,0,0.3,0,0,0,0,0,0,0,0.7593,0.481952,0.315763,0,0.5,0.7,0.3,1,0,0.009696,0.044553,0,0.22331,0.358654,0.254916,0,0.9743,0.9743,0.9743,0,0.058187,0.024223,0.013473,0,5272203,16500386,5272203,0,5,10,0,2,0.399293,0.190463,0.003303,0
91,Planet03,22,0.9,0.17,165910,Tremar,130103,165911,138062,-1,0,5.8,0,-1,1,0,1,Tremar,0,0,1,0,0,,1,974,1,1,974,1,1,1433,1,-1,GXM_Planet_119,10,1,0.55,0,1,1,0,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.38891,0.151058,0.111299,0,1,1,1,0,0.012664,0.006585,0.002263,0,0,0,0,0,1,0,0,1,0.186989,0.065754,0.353741,0,1,0.65237,0.071761,0,2,2,0.024223,0,0,5,0.06,0,1,1,1,0,0.001202,0.487765,0.722673,0,3,0.019918,0.193972,1,0.84337,0.311181,0.166872,0,0.154152,0.047776,0.009696,0,1,1,1,0,0.259027,0.103634,0.007751,0,5272203,16500386,5272203,0,0.1,10,0,2,0.399293,0.190463,0.003303,0
92,Planet04,22,0.31,0.32,165912,Sonedma,130104,165913,138062,-1,0,4.7,0,-1,1,0,1,Sonedma,0,0,1,0,0,,1,974,1,1,974,1,1,1434,1,-1,GXM_Planet_112,12,1,0,0,1,1,1.2,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,1,1,0,0,0,0,0,0.180144,0.170138,0.151058,0,0.000992,0.001433,0,0,1,0,0,1,0.160444,0.160444,0.160444,0,0.061907,0.061907,0.061907,0,2,2,1,0,0.1,2,5.8,0,0.965815,0.965815,0.965815,0,0.774227,0.447871,0.21952,0,0.5,1,0.6,0,0,0.43134,0.7593,0,0.028991,1,0.517401,0,0.982826,0.982826,0.982826,0,0.293216,0.124741,5e-06,0,5272203,1063498191,5272203,0,1,50,0,2,0.399293,0.190463,0.003303,0
93,Planet05,22,0.5,0.11,165914,Sybin,130105,165915,138062,-1,0,4.3,0,-1,1,0,1,Sybin,0,0,1,0,0,,1,974,1,1,974,1,1,1435,1,-1,GXM_Planet_110,8,1,0.5,0,1,1,1,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal02,1,1,1,0,0,0,0,0,1,1,1,0,1,0.948965,0.442323,0,1,0,0,1,0.481952,0.481952,0.481952,0,0.041452,0.170138,0.47044,0,0.2,1,10,0,5,1,0,0,1,1,1,0,0.415148,0.394083,0.183549,0,3,0.3,1.3,1,0.306635,0.464741,0.493616,0,0.013473,0.082414,0.144972,0,1,1,1,0,0.21952,0.21952,0.21952,0,7692301,16115367,97878,50,0.2,20,0,2,0.399293,0.190463,0.003303,0
94,Planet01,23,0.4,0.36,165704,Binthu,130201,165705,136217,92,0,4.3,0,-1,1,0,1,Land,0,0,1,0,0,,1,974,1,1,974,1,0,4846,1,60,GXM_Planet_190,8,1,0,0,1,1,1.2,0,0.8,0,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask03,BIOA_GXM10_T.GXM_PlanetNormal02,1.7,1.5,0.5,0,0,0,2,0,0.2468,0.071761,0.017936,0,1,0.645555,0.378676,0,1,2,1,0,0.022013,0.001433,2.3e-05,0,0.899385,0.804559,0.339223,0,10,130,3,0,2,0.1,0,0,0.948965,0.948965,0.948965,0,0.25084,0.420508,0.420508,0,0.2,2,2,1,0.197516,0.645555,0.442323,0,0.013473,0.306635,0.017936,0,0,0.000638,0.000638,0,0.084642,0.042987,0.022013,0,5604977,16115367,97878,150,1,50,0,5,0.121986,0.442323,1,0
95,Planet02,23,0.52,0.41,165984,Renshato,130202,165985,,-1,0,5.1,0,-1,1,0,1,,0,0,1,0,0,,1,974,1,1,974,1,1,975,1,-1,GXM_Planet_098,4,3,0,1,3,0.2,0.91,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere03,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,10,2,0.2,0,1,2,2,0,0.080219,0.093876,0.031551,0,0,0,0,1,1,0,0,1,0.867136,0.88318,0.781751,0,0.101145,0.119264,0.130352,0,0.358654,0.358654,0.358654,0,0.280124,0.280124,0.280124,0,0.001433,0,0.001433,0,0.2,0.2,0.2,0,0.311181,0.315763,0.12753,1,0.038473,0.041452,0.026549,0,0,0,0,0,0,0,0,0,0.022013,0.052842,0.003697,0,8080017,11009788,16744512,0,0.5,0,5,3,0.399293,0.190463,0.003303,0
96,Planet03,23,0.23,0.4,165986,Dregir,130203,165987,138062,-1,0,4,0,-1,1,0,1,Dregir,0,0,1,0,0,,1,974,1,1,974,1,1,1436,1,-1,GXM_Planet_113,10,3,10,0.05,1,1,1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.708298,0.425905,0.442323,0,0,0,0,0,0.011881,0.011881,0.011881,0,0,0,0,1,1,0,0,1,1,1,1,0,0.835528,0.737205,0.404541,0,0.517401,0.585973,0.031551,0,0.039947,0.039947,0.039947,0,0.982826,0.982826,0.982826,0,0.334458,0.259027,0.267358,0,0.687031,0.160444,0.183549,1,0.006041,0.006041,0.006041,0,0.12753,0.12753,0.12753,0,0.965815,0.965815,0.965815,0,0.011881,0.011881,0.011881,0,15983262,16503762,16744512,10,0.1,0,0,2,0.766744,0.487765,0.68002,0
97,Planet04,23,0.82,0.66,165938,Alrumter,130204,165939,138062,-1,0,4.5,0,-1,1,0,1,Alrumter,0,0,1,0,0,,1,974,1,1,974,1,1,1479,1,-1,GXM_Planet_054,5,10,0.2,0,1,1,1.1,0.03,1,1,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,0.867136,0.812242,0.598942,0,0.9743,0.9,0.9743,0,0.022013,0.046149,0.071761,0,0,0,0,0,1,0,0,1,0.044553,0.093876,0.058187,0,0.008373,0.005028,0.010398,0,0,0.5,1,0,1,0.2,1,0,0.948965,0.948965,0.948965,0,0.071761,0.065754,0.116576,0,0.5,0.6,0.1,0,0.042987,0.054592,0.086901,0,0.7593,0.774227,0.907547,0,0.982826,0.982826,0.982826,0,0.086901,0.12753,0.230998,0,5808316,8282162,7434916,20,2,30,0,2,0.899385,0.373615,0.098689,0
98,Planet05,23,0.41,0.06,165990,Patajiri,130205,165991,138062,-1,0,4.5,0,-1,1,0,1,Patajiri,0,0,1,0,0,,1,974,1,1,974,1,1,1438,1,-1,GXM_Planet_102,8,1,2,0,1,1,1,0,1,0,BIOA_GXM10_T.GXM_ContinentMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_DiffuseMask01,BIOA_GXM10_T.GXM_Atmosphere02,BIOA_GXM10_T.GXM_ContinentMask02,BIOA_GXM10_T.GXM_PlanetNormal01,1,0.722673,0.399293,0,0.067725,0.067725,0.067725,0,0.010398,0.041452,0.051122,0,0.529523,1,0.56681,0,1,0,0,1,0.009696,0.013473,0.130352,0,0.176774,0.819964,0.645555,0,0.04,0.02,0.02,0,0.9,11,9,0,1,1,1,0,0.991393,0.612066,0.311181,0,2,0.3,0.8,1,0.133209,0.101145,0.383775,0,0.093876,0.093876,0.093876,0,1,1,1,0,0.008373,0.007155,0.032876,0,16115367,16446163,16744512,10,0.5,200,0,2,0.88318,0.625345,0.12741,0
